url,language,date,likes,comments,post,type,purpose,slug
https://www.instagram.com/frontyardorg/,English,2025-2-14,6,0,"There’s some pieces of frontyard out in the front yard for you to take home, at your leisure.?? Spread the love

*the geranium cuttings can be popped straight in the ground or a pot, no need to strike roots in water first

pic by @ellabarrowclough",picture,社区互动,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2025-2-12,46,0,"GERANIUM LOVE-IN BIRTHDAY GARDEN BEE

Bright & Early Birthday love! Nine years since we got the keys, Frontyard is still here making all of your multispecies common space dreams come true. Celebrate with us by dropping in for some light gardening and cake eating. Take home cuttings from our iconic geranium bush! All welcome ??????

FRIDAY 14 FEB
8am - 10:30am
228 Illawarra Rd

Love to @ellabarrowclough for wormy tile goodness ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2025-2-12,15,0,"Workshop at Frontyard: Dynamic Climates

Saturday, Feb 15 at Frontyard, 228 Illawarra Rd, Marrickville NSW 2204
2-4pm


It’s been hot and it’s only getting hotter. We have different experiences of heat, and different ways of living with it.

The thermal dynamics of hormone and climate fluctuations re-casts ‘climate change’ as an intimate experience, linking our diverse bodies and environments. Aside from the escape hatch of climate-controlled environments, we reach for or rely on physical, sensory things around us, that we use, inhabit or don, for support. At best these ‘climatic objects’ assist and comfort, and, at worst, they can amplify our fears about our capacity to weather the ‘weather to come‘.

This workshop is about exploring how we weather dynamic climates, inside and out with climatic objects, which might be a hammock or a hat, a piece of visual art or music, a bicycle, a bodily movement, a slice of watermelon, a fan. Hormonal fluctuations of bodies can be thought of as the body’s own weather from childhood to end-of-life, influencing feeling and experience. Our bodies are not usually naked to the world but wrapped and nested in other environments - from garments to dwellings, which subtly or overtly, affect us.

Instruction for participants: Bring a portable object (or a picture of it) or a performance to the workshop that will help you to tell a story about experiencing dynamic climates that only you can tell.

This object might connect you to a place, body, practice or condition, living with thermal fluctuations (heat, humidity, sweat, chill, wind, dry, wet) and reflect your experiences of weathering dynamic climates inside and out. Or it might reflect how external encounters with weather affects our interactions with things and intersects with the dynamic hormones and weather felt by our bodies.

Katherine Moline (she/they), School of Art & Design, UNSW, Sydney. kat_moline
Abby Mellick Lopes (she/her/hers), School of Design, UTS, Sydney. @abs_lopes
Alison Gill (she/her/hers), Design, Western Sydney University. @alisongilli2",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2025-2-7,38,2,"Frontyard turns 9 ?? Birthday Party on 14 February 2025

Join us for a day of celebration and donate to keep this space running.

Check our newsletter for more information!",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2025-1-30,70,1,"Slow writing group slowly coming together. We are taking our guidance from Ursula K. Le Guin and her sea of story. This next session will take us from punctuation into sentence length and complex syntax. HOT! This one may require some pre-reading. There's a link to a google form in ze biosphere where you can RSVP (please) and read Ursula's thoughts on syntax. The reader isn't essential, but might be helpful <33
We will write together, share if sharing feels good, stretch our bodies and brains etc. Moving into a regular monthly meet up! Arrive @ 6pm a la catchups for a 6:30pm group start time and we should wrap up around 8:30/9pm~ Oh! And bring snacks/dinner as we'll cruise through dinner time. This group meets on stolen Gadigal land at Frontyard (228 Illawarra Rd, Marrickville). The space is wheelchair accessible with a ramp but the bathroom doors are quite narrow and are not wheelchair accessible. The closest wheelchair accessible bathroom is 210m away @ the Royal Exchange Hotel. All welcome. DM any questions x see you in Feb ?? and thank you thank you to @frontyardorg as always for being the space we inhabit ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2025-1-16,51,1,"this Sunday, 19 January 2025 (1-3pm).

Drop into Frontyard to discuss and/or book a residency and/or event for your brand new calendars. You can also come by to learn about ways that you can participate in the Frontyard community through gardening, using the library, or just hanging out in the hammock. All people and ideas are welcome.

Get the new year started off right!",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2025-1-10,36,0,"Together we’ll have a go at mindful mindless art making. Get the creative juices flowing, and translate these skills into your own medium of choice.

All skill levels, abilities, ages encouraged!

Where: @frontyardorg - 228 Illawarra Rd, Marrickville
- wheelchair accessible

When: 2pm-4pm, Sunday 12th January

$10 entry - no one turned away for lack of funds. 100% proceeds go to frontyard, in support of my recent residency.

Essential sketching materials provided, feel free to bring your own.

Please share with anyone you think might be interested, I hope it to be a curious and joyful time of making scribbles",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2025-1-10,78,3,"Come garden with me @hethre (Hethre) and @oum0po (Tessa)!

We are going to do some long discussed gardening and book sharing at @frontyardorg this Sunday.

If you’d like to join us we’ll be gardening, sharing plant books, drinking tea and eating cake from 10am-1pm.

Frontyard Projects, 228 Illawarra Rd, Marrickville
Gadigal/Wangal Country
10am–1pm
Sun 12.1.25

Bring gardening gloves, a hat, water and sunscreen :)

We might even have ice cream after!

Image description: A pale green and olive illustration of a geranium has Text and illustrations of ants running over it saying Frontyard, Gardening Morning, Sunday 12th of January 2025, 10 am until 1 pm, 228 Illawarra Rd, Marrickville.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2025-1-7,50,2,"Automatic drawing workshop ??

Expect a series of small drawing exorcises + prompts for looser mark making and body movements. Get the creative juices flowing, and translate these skills into your own medium of choice.

All skill levels, abilities, ages encouraged!

Where: @frontyardorg - 228 Illawarra Rd, Marrickville
- wheelchair accessible

When: 2pm-4pm, Sunday 12th January

$10 entry - no one turned away for lack of funds. 100% proceeds go to frontyard, in support of my recent residency there.

Essential sketching materials provided, we encourage you to bring some of your own but not required.

Please share with anyone you think might be interested, I hope it to be a curious and joyful time of making scribbles",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-12-23,59,1,"Hello ?? the first write-in laid some beautifully rich groundwork for what this community is seeking from the space and from each other. Sailing into the perineum of the year I find myself being really only able to knit 3 braincells together. So we begin again in January, with more writing exercises from Ursula K. le Guin's craft book as our guide. Put this one in your cal for next year x

This is a gathering of folks interested in writing community and dreaming up ways to listen and respond to each other's work. It is facilitated by Lucy Wylie at Frontyard on Gadigal land (228 Illawarra Rd, Marrickville). More details to come and a link to RSVP in the new year ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-12-16,89,6,"CALLOUT EXTENDED TIL JAN 5TH yay !

scrap book, book of scraps, scraps of memory, memory of bodies…

currently on residency @frontyardorg dreaming up a new Eora based zine created by trans and gender diverse ppl,, thinking about recreating those library books you’d borrow at school littered with notes/annotations/musings of others from 20 years back. I’m trans bc you’re trans and we’re trans and I wanna not just put together a bunch of people who happen to be trans but also to look at how process/sharing/co-creation also creates us!

now i need contributors !! anyone of any artistic background and level of experience encouraged to apply (only requirement being that this project is autonomous to trans, gender diverse and questioning people)

Please please share around! Expression of interest linked in my bio, DM me if you have any questions!

????????♂??

( alt text in comments )",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-12-6,40,2,"Frontyard ?? Office Party ?? Invitation!

? When: 5:00-8:30pm on Sunday, 15 December 2024.

?? What to Expect: A Potluck! Increased Quality Vectors! Beta-Test New Collective Funding Platforms! Ping Pong! Lamination Station!

?? What to Bring: Yourself and your co-workers! A dish to share (if you can)! Office styles circa Office Aesthetics

?? Where: 228 Illawarra Road, Gadigal Land

(Archival image of Typing Pool/Simultaneous Collaborative Writing Machine (2018) by @eternalproject from Frontyard’s Flickr)",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-11-29,50,1,"Artists announcement:

Chris Brown
@its.chrisbrown

Ella Grace Paterson
@sketchy.kid

Fiona Lee

@fiona_m_lee

Indeah Clark
@indeah_clark

Jaymee Hyland
@jaymeehyland

Nick Howley
@nicks_howling

Sandy Sanderson
@sandy_sanderson_

+special guests.


~Deep Play~ 13.12.24 6pm @jointhedotsworkshop

A group exhibition curated by @its.chrisbrown, presenting a deep exploration of process, experimentation, impulse, ick, grit and joy.

#deepplay #experimentalart #contemporaryart #Innerwestsydney #emergingartists #Qhy #alternativephotomedia",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-11-26,34,1,"? Calling all our beading babes ?

Beading Beyond the Binary is back!

We’re hosting a last-minute, impromptu beading session tomorrow! This Wednesday, 27th November, 6-8:30pm at Frontyard Studios in Marrickville

Bring your favourite beads, projects, and good vibes for a cozy evening of crafting, connection, and colourful creations. ??

All skill levels welcome! Whether you’re starting a new piece or just want to finish that work-in-progress, we’ll have the space ready for you.

No need to RSVP—just come along. We can’t wait to see what you’ll create! ??

Beading Beyond the Binary takes place on the lands of the Gadigal and Wangal peoples. Donations to support the continued work of Kaleidoscope Collective are encouraged.

S E E Y O U T H E R E

?? Frontyard Studios, Marrickville?? 6-8:30pm, 27th November 2024

#BeadingBeyondTheBinary #CraftingWithPurpose #ArtForAll #FrontyardStudios #InclusivityMatters #LoveIsLove",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-11-25,88,0,"A new gathering of folks interested in writing community and dreaming up ways to listen and respond to each other's work.

This will be structured as a drop in session for writers or anyone interested in story-telling from 6pm and facilitated writing exercises from 7pm-ish. Join me as I work my way through Ursula K. Le Guin's Steering the Craft: A 21st-Century Guide to Sailing the Sea of Story. All welcome. Bring snacks if you like x

~ Riverstone write-in: peer writing workshop ~ is hosted by Lucy Wylie / Riverstone Projects on Monday 9th Dec from 6-9pm at Frontyard (228 Illawarra Rd, Marrickville) on Gadigal land.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-11-17,21,0,"Hi friends,

I am hosting another group Tarot reading session at Frontyard on Saturday November 23rd 3-5pm. Come along!

This is the third in a series of readings focusing on a keyword. Last time, we spoke about RAGE. The guiding word for this session will be CRISIS. See blurb below.  

The way I practice Tarot is slightly different to a traditional Tarot reading. In a typical one-on-one reading, the querent (or questioner) comes to the reader with a problem for which they are seeking guidance. The reader lays out a spread and interprets the cards, tailoring the reading to the querent’s mindset.

I read with small and large groups of people. Together, we formulate a question based on our shared feelings, problems, and ideas. I facilitate the reading, but I try not to exert too much control. For me, a group Tarot reading is akin to the best tutorial discussions—rigorous, probing, collaborative, compassionate, energising, unsettling. I like that Tarot opens a space for interpretation and negotiation. You don’t need to know much about Tarot to participate!

?

I am growing skeptical of the word ‘crisis’. I think, read, and write the word crisis on a near daily basis. To invoke the language of crisis is to summon a heightened emotional state, a sense of urgency, a will to act. Polycrisis refers to the intermingling of crises. However, it’s a language that feels strangely inadequate, a generic signifier of badness that masks specific and material conditions. Does it offer meaningful choices or does it perpetuate reactive tendencies? I have come to think of crisis as a blockage, where intensity accumulates with nowhere to go. What could replace the word crisis? Do we need new forms, languages, and practices to overcome this paralysis? 

If any of this resonates with you, come along and we’ll work it out together. ?",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-10-30,41,1,"Open house this Saturday and Sunday for #creativetrails from 11am-4pm. Dreeeeaaaaamy... Drop in, have a cuppa, read a book, nap in the hammock, do some weeding, take a deep breath innnnnn and ouuuuuuut, have a chinwag with a janitor, dream up a project, book in a residency, the world's your oyster ?

Frontyard is located at 228 Illawarra Rd Marrickville on Gadigal land.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-10-22,46,5,"Piece by Piece was incredible! ?? Thank you to everyone who came out for our collage workshop — it was a beautiful few hours of creativity, connection, and play. We blurred the lines between dreams and waking life, crafting with magazines, old books, and personal touches brought by the group. ?????

We shared untold stories, sparked conversations, and walked away with hearts full. Huge love to @_kirrrky_ and @el_beaux_ for facilitating such a mindful, welcoming space for us to dive into our imaginations.

Creating art together is such a gift, and being able to do this on Gadigal/Wangal Land, where creativity has thrived since time immemorial, is humbling. Always was, always will be Aboriginal land. ??

Until next time, stay inspired! ??? #CollageCommunity #CreativeWorkshop #QueerArt #AlwaysWasAlwaysWillBe #KaleidoscopeCollective",video,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-10-15,29,1,"This galette of ????sweet potato greens ???? turned out extremely delicious!

Here it is pictured against more sweet potato greens.

Pick your own sweet potato greens from the Frontyard front yard any time! ??????",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-10-3,131,9,"Interdisciplinary artist, BLECK, in their studio at Join-The-Dots workshop.

These photographs were taken by artist and photographer, Chris Brown, as part of an artist residency with Frontyard Projects, Marrickville.

@bleckbybleck @its.chrisbrown @jointhedotsworkshop @frontyardorg @whathowwhyproject

#WhatHowWhyProject #BlackAndWhitePhotography #FilmPhotography #PortraitSeries #ChrisBrownPhotography #JoinTheDots #LocalArtists #ExperimentalArt",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-10-1,35,1,"Sunday **open house** coincided with the relaunch of A-LIBRARY by hi vis @hethre in collaboration with our abundant lemongrass (please harvest!), a wonderful @race_matters poetry workshop led by @hellohourani, the banana forest coming into fruit (please harvest!), and a tidy up of our shared spaces. It's always good to see new faces and new fronds at Frontyard. ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-9-30,42,0,"I am excited to finally come down to Gadigal country and launch 00-01 Water @frontyardorg (Marrickville)

2:00pm - 6:00pm, Sunday 13 October
Come and enjoy a garden party on Sunday 13 Oct from 2-6ish pm! We will pluck from the garden and share in food, drinks, live readings and tunes.

I would like to acknowledge the Eora Nation and pay my deepest respects to land and peoples of which we gather. Sovereignty was never ceded and it always was and always will be Aboriginal land.

I further extend this acknowledgement to all Indigenous peoples. The 12 months of brutal occupation in Palestine, the genocide must end.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-9-25,19,0,"Frontyard **open house** has been moved to a new time this Sunday, to make space for our minders and community to attend the protest at 1pm. Please feel free to drop by from 3 to 5pm instead. There is a poetry workshop happening at Frontyard which crosses over so we will quietly gather around that, but residency questions, event bookings, cups of tea, library browsing and garden curiosity always welcome. We are at 228 Illawarrra Road Marrickville.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-9-23,210,12,"?? POETRY FOR LIBERATION ~ OUR NEXT COMMUNITY EVENT ??

excited to announce the next gathering hosted by race matters and Hasib Hourani ~ a radical poetry workshop

☆ re-think poetry together with us. poetry as the everyday, poetry as a political tool, poetry as resistance. poetry to process and grieve

?? Sunday 29 September [timing TBC - in the arvo]
??Frontyard Projects Marrickville
?? Indonesian catering by @lawan_catering
???? FREE - registrations essential, spaces limited

☆ this is an autonomous, closed event for First Nations and People of Colour, and those of the Global Majority marginalised by white supremacy ☆ let us be together ☆

ALL WELCOME, YOU DO NOT HAVE TO BE A POET OR WRITER, WE SEEK TO EXPAND WHAT THIS MEANS IN A WORLD OF CRISIS AND DESTRUCTION ??

?? link in bio to learn more and register

☆ co-produced by Samantha Haran @alici_a_zhao @_aakkaa with @hellohourani
☆ Covid access consultation by @c0vidsolidaritysyd
☆ event artwork by @thistle.b

This workshop is part of Resonance: Public Programs by Race Matters made possible by City of Sydney",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-9-7,30,0,"?? POETRY FOR LIBERATION ~ OUR NEXT COMMUNITY EVENT ??

excited to announce the next gathering hosted by race matters and Hasib Hourani ~ a radical poetry workshop

☆ re-think poetry together with us. poetry as the everyday, poetry as a political tool, poetry as resistance. poetry to process and grieve

?? Sunday 29 September [timing TBC - in the arvo]
??Frontyard Projects Marrickville
?? Indonesian catering by @lawan_catering
???? FREE - registrations essential, spaces limited

☆ this is an autonomous, closed event for First Nations and People of Colour, and those of the Global Majority marginalised by white supremacy ☆ let us be together ☆

ALL WELCOME, YOU DO NOT HAVE TO BE A POET OR WRITER, WE SEEK TO EXPAND WHAT THIS MEANS IN A WORLD OF CRISIS AND DESTRUCTION ??

?? link in bio to learn more and register

☆ co-produced by Samantha Haran @alici_a_zhao @_aakkaa with @hellohourani
☆ Covid access consultation by @c0vidsolidaritysyd
☆ event artwork by @thistle.b

This workshop is part of Resonance: Public Programs by Race Matters made possible by City of Sydney",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-9-6,28,0,"Book Launch Saturday! ???? 7 September 2024, 2-4pm at Frontyard, 228 Illawarra Road, Marrickville 2204 ???? with @jpgoetz and @emstew__

Jake Goetz will be launching his next collection of poems, Holocene Pointbreaks. Emily Stewart will give a short launch speech, and then Goetz will be reading from the book. All Welcome! 

Written amid the COVID lockdowns of 2020, Holocene Pointbreaks embraces the geographical restriction during that period to create a triptych of local meanderings; an archipelago of poetic islands that link three unique ecologies located on the Countries of the Dharawal and Eora Nations.",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-8-20,52,1,"We have a few residency spots available in the calendar next month. Join us at #openhouse this Sat 25th 1 to 3pm, hit up our #residencies channel on Slack or email frontyardprojects@gmail.com. It's free!

?? A frondly reminder that Frontyard relies on donations direct from community to keep us open and free for everyone. You can drop $$ in the green box or direct debit into our account (details on website). ??",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-8-13,29,0,"Our resident Xiaoran Shi reterritorialised some tubers in the garden today.

Drop by Frontyard to pick up your sweet potatoes or harvest some more.

??Tuber continued….",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-8-9,136,5,"Today was flooded with fun as we flooded silk screens to make works about floods with Magnetic Topographies at Frontyard !

Watch these works develop by following the following:
?? @magnetictopographies
?? @astridaneimanis
?? @slagheapprojects",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-8-2,48,2,"Testing out mic placements for worm recording at @frontyardorg. Using our Geofón from @lom.label and @lom.space.

Did you know that you can use it too???? Contact me or Frontyard to find out how. This is a tool we can share and explore together. Let’s get convivia!l!!

#llich #lowenergy #toolsforconviviality",picture,活动宣传,frontyard-projects
https://www.instagram.com/frontyardorg/,English,2024-7-28,67,0,"COME PRINT WITH US !

We're hosting a two-day drop-in screep printing workshop at Frontyard!

9am-5pm 8th and 9th August

Paper, screens, designs and ink provided. BYO tshirt if you'd like!

All welcome!",picture,活动宣传,frontyard-projects
